id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
1451,4.4273612765638307e-16,2.5146419794136498e-15,3.0118506159134556e-14,3.557339156318867e-14,8.129941341754982e-16,1.265760228835039e-13,5.31712174205119e-16,1.3399508536564948e-15,2.7311791231760744e-16,6.1990829136604475e-12,2.53326300908574e-11,1.8505063153611287e-15,9.917949436982071e-14,6.342492720259885e-13,6.92233949198609e-14,2.4192775468492508e-14,5.199456739209788e-18,3.261194306576039e-17,3.5496493253555717e-16,3.6100095284516236e-15,9.120863786460376e-13,4.703823268392693e-12,1.4247083330795607e-12,1.470813352838149e-13,4.63278063643751e-15,2.0081474054163898e-14,1.3602956109616537e-13,4.3232819708210606e-17,1.0345801992883707e-09,9.173396634323816e-13,2.417448707424922e-16,1.0199232569618744e-08,7.812444403421451e-14,1.1746428274506115e-09,2.251225464725004e-13,7.408198403682786e-13,1.3459621871908523e-12,3.129761329116222e-15,2.293056022839579e-11,9.909257659215798e-13,6.928669951536073e-17,3.608441670466256e-14,1.6411910274465535e-15,1.784357621452439e-17,6.652959975463058e-14,1.0660396176920273e-13,0.9999998807907104,4.782863519155523e-17,4.120388044973576e-14,2.5360017362995035e-13,2.038128983617403e-15,8.202651713418163e-08,4.835066375052932e-12,9.29662657966901e-09,3.3857257275560215e-11,9.125454281111445e-10,2.183173086756085e-10,1.2187202224034385e-19,1.2098347476220026e-21,8.1133659657684e-16,6.417892476143217e-13,6.148772968030046e-17,1.611710168537145e-13,2.4783275792348245e-17,1.7492848281008833e-09,1.0449575926774202e-10,5.824729804385087e-13,1.6339244045839527e-17,2.8177460364986473e-09,1.429148716958293e-14,7.9653716280703e-15,2.0332521914235863e-15,1.3592100535364526e-15,6.18595107049983e-15,9.205339962514714e-11,7.021152548247755e-10,1.780053180339866e-18,1.0380949266184517e-16,8.839524598402981e-12,7.30330848423312e-14,3.386229491253445e-11,5.838624575203494e-16,3.853574739172214e-18,8.54082360390862e-11,1.8081910904151456e-15,1.2442433403229779e-17,5.761251424194264e-17,8.707850249534543e-18,7.675306501475632e-10,1.4029953833649392e-19,5.990868159560614e-17,7.927869456088852e-16,4.540755792203921e-12,1.0325018617862725e-10,3.239545335584301e-17,5.978667597077217e-20,2.181175848192705e-17,2.513415772167557e-14,1.0288953933637601e-12
1453,2.3347817990186997e-17,1.346031064386466e-09,2.0677110027700753e-19,1.2083471825550508e-25,1.0,2.683252146135854e-16,5.807960783101e-19,1.338586283578468e-16,7.40472001206291e-14,1.3405430099311388e-09,1.3339207615849037e-18,3.254309044464776e-10,8.255609864513003e-23,2.3602012272635162e-20,3.4507057127209024e-15,4.9327824985167e-19,1.2779686163477688e-11,5.537790612402277e-26,5.085395232901687e-16,3.307205090775959e-20,3.355026759882529e-13,3.819473391239103e-19,5.953218464647357e-22,1.400029656525601e-17,1.0603821334979762e-20,1.1676547701247543e-18,8.957515295232891e-16,7.524532389510706e-24,2.2795572360911895e-17,1.4569934752584594e-19,2.2505349656177828e-24,5.746803184511892e-19,2.911951595207234e-25,1.0461759559434058e-18,1.6518739466718935e-24,4.0193040007352465e-09,3.2746354549531487e-23,4.6735109039205025e-18,1.7105837781338884e-15,1.900758146378656e-17,2.657697703920493e-20,4.740540294713756e-25,1.0660720294351543e-21,1.2424298036986225e-20,1.1450378895719914e-21,1.6146657690072373e-26,6.413049217297222e-20,3.2369358392456376e-19,4.300269640743713e-18,4.938973492338294e-13,2.8109770873382933e-28,4.540059955766853e-21,8.796897582024802e-25,4.874830741789118e-19,2.2854531809741205e-16,2.011791137669047e-20,3.398890960331903e-16,9.50855279371135e-26,6.95550682751044e-29,5.147273533278997e-20,2.2155106773856734e-22,4.353825572288081e-21,1.2747681227848276e-21,1.6265093107113133e-20,2.006301297107849e-15,1.4412500310030732e-19,4.98979791344806e-22,4.8791851256264356e-26,1.6173601955356396e-18,1.967874697231929e-19,2.631230095667904e-18,7.293752004412313e-16,4.048097416651012e-22,5.74208166569958e-15,2.2119413505689023e-12,1.194215738117179e-16,7.441583034237993e-23,2.6922752999805653e-23,2.893042619533839e-16,2.079198321308305e-24,6.805845356684312e-15,2.868756106252989e-23,2.3116794166092824e-23,3.225200472798983e-20,1.0835927083951148e-19,1.550668113447674e-16,1.1714753258765743e-23,2.0185010345432083e-21,1.4454753564259584e-16,4.448693271944838e-16,9.401379211159864e-22,9.014881210597415e-20,1.5029154949632723e-13,3.2451502452405113e-16,2.113036904268213e-24,7.627866698173059e-20,1.1300731631619029e-18,1.3409569666704328e-17,4.085600400258199e-19
1455,9.697680419909638e-19,1.2132246596241458e-10,1.038362795618142e-19,1.1656917477765205e-26,1.0,1.4363015925605003e-16,9.807016119301131e-19,2.3593765256078614e-17,1.315147992543347e-14,2.031730200746651e-10,5.409648438114855e-20,3.071102538942938e-10,1.5701626297038338e-23,1.0986762337739199e-20,5.743324765959015e-17,1.1307274630264323e-20,1.3357395159570296e-13,1.092212512980292e-26,5.774520062964104e-17,4.827027812630965e-21,1.1289945622263917e-13,5.263611962790606e-20,2.627923182776256e-23,1.3299634054573581e-17,4.328865760811398e-22,1.38147589198846e-19,1.4291738764838044e-17,2.9751105109885897e-25,2.8389235669513935e-18,3.135023245746498e-20,5.001205082740132e-25,3.5699323874774614e-19,2.0487814718286e-26,4.2877362001023094e-19,1.733970257343985e-25,2.355209138826808e-09,1.2302875490448332e-24,4.112856001441821e-19,1.0796457307993173e-16,2.0429131878308953e-18,9.153278543717766e-21,1.0474096046840118e-26,9.381491081106156e-23,5.022798300141734e-22,3.2898624899078316e-22,3.6630621318841576e-27,1.5835006040612442e-20,9.016733965922563e-21,4.862238467926647e-19,3.078973233598854e-14,1.7195936342359865e-29,7.613145134994182e-23,3.6174905464284735e-25,5.142997526499981e-19,9.697769151573946e-16,7.737793993261241e-21,3.6956712541917616e-17,7.765743966221945e-27,4.289331866376494e-30,4.333213103840312e-21,1.261671441414574e-22,1.1255498697694116e-21,3.3496980313309523e-22,2.4639554144001927e-22,6.768403641679475e-16,6.157965457196621e-20,7.234702053033248e-23,3.253684922161251e-27,8.822157175160509e-20,5.712942933877946e-20,4.413999116753935e-19,5.2671953040343066e-17,2.111192941902259e-23,6.321590056233687e-16,3.10169153815848e-13,3.620915302640649e-17,5.472590001338692e-24,9.5178474240676e-25,1.196344537054421e-17,2.2710431797860398e-24,1.2838834135371277e-15,5.699957069163303e-24,1.5707610004219666e-24,1.808516914351039e-21,1.8797208880514808e-21,7.007535998114839e-17,3.679368746530203e-24,3.75082345178076e-23,6.209490175661031e-18,9.352037003894914e-18,1.8040992680382524e-22,1.1548338809893144e-20,1.1335819571434494e-13,5.221323506856811e-17,4.694325433249207e-26,1.932204649734725e-21,1.8681495440885946e-19,4.938920695649726e-19,2.724910264593489e-19
1456,1.3095035132136101e-15,4.204010837366434e-12,9.66248917052962e-16,4.533144997884934e-15,2.4305576010748666e-16,1.5093369151211895e-20,1.8090144660032337e-10,5.053012655108387e-14,3.002963004129777e-13,1.5238461534283765e-13,9.705020936987707e-21,1.27666269483101e-12,3.089930655092443e-13,3.1089024583874636e-12,1.1632113675053013e-11,1.3753449988602426e-16,7.155181225889772e-15,1.0189311200337059e-10,5.71546937611323e-18,6.281541118369205e-06,5.436900777001539e-15,4.593699555337711e-18,2.7794999457213497e-18,5.598444205747444e-19,1.2869638895593762e-18,1.3259784059877168e-19,8.043273824753783e-10,6.398635114324754e-16,1.014355124279588e-17,3.480205329174928e-16,5.876914434886329e-17,1.8291672525489676e-16,1.05260911410234e-15,5.450891934875388e-17,5.359305664184855e-13,8.274974227276355e-19,5.402474023696868e-09,7.076932789784607e-12,9.162668887507941e-12,7.844652492427617e-15,2.1514694470425866e-09,4.475324111297141e-09,1.2041196761469058e-13,6.106183013241577e-15,2.531383903253486e-16,1.281407028012535e-13,4.369117702923849e-17,0.9999909400939941,1.2331295806689013e-07,3.648423997268911e-14,1.4317992054202477e-06,1.1726050953663044e-15,2.204258819494365e-17,1.832253424503827e-13,1.8597258878271655e-14,2.6138073910136894e-12,8.490925608051084e-16,5.084222431082919e-13,7.504104282407553e-11,4.6516436535970485e-11,2.243759009849487e-17,2.003804005751327e-16,1.3829080776709132e-19,4.696288843919483e-11,2.8436687683416895e-13,3.7340654420293545e-19,1.8384544063327944e-19,1.4814123173999982e-16,5.797212211146319e-13,1.0047128060075572e-12,4.6924886631450623e-20,1.0692505586588083e-15,9.023916866319849e-20,5.15660715624984e-14,1.0937799975365824e-16,6.025629597622542e-17,2.610543942474508e-12,1.8619813089255992e-16,3.2538616085261074e-15,3.310171689703545e-13,3.822132226601743e-13,8.123238240647767e-15,1.089858074010408e-06,1.0427368968279893e-09,5.08344200067512e-11,9.09444464181064e-10,2.813380293163227e-14,1.3291261320713676e-11,3.239689265010885e-17,2.6491313483145706e-12,1.674824694078772e-13,8.076520138441956e-15,5.699013031416794e-17,2.5066186451092406e-18,5.0931163286804804e-08,4.321630697745604e-08,1.538968496909987e-12,2.3555073055745834e-16,4.274158717926246e-12
1458,1.6077135376838638e-19,3.096909156256964e-16,2.579580771211454e-09,3.0880988738379855e-11,1.552603054336558e-16,2.245279149439678e-15,4.0231198927820344e-10,2.1097124156162217e-14,1.1687072085617178e-16,1.5032780303917402e-18,4.084507038148999e-12,1.492828336295516e-15,3.0879351809939837e-14,3.992066659880278e-12,6.71173396113461e-16,1.603640657765748e-11,1.2823482475907245e-19,1.2013135711891332e-12,9.225937918635411e-15,1.158226401072604e-12,1.0358477746791656e-16,6.446729261533335e-11,8.326579009620971e-12,1.6340520516550106e-13,1.7860846265524422e-12,3.026013814522166e-11,1.0609382140658181e-16,4.2117919208832033e-16,2.0926673016674613e-07,9.985955812252811e-11,0.9999996423721313,1.0850231303705105e-12,8.209555257820966e-11,1.1278367562789215e-12,4.549508325624174e-09,6.482504420410318e-13,1.0591804516790759e-10,2.1877972523898226e-12,8.90083735611679e-15,2.714565117828416e-12,1.0225496144267154e-10,3.120353440050187e-16,9.815913273175658e-13,8.004702586536516e-13,1.382139194761045e-12,1.82437242396416e-11,1.0872591021948708e-11,3.001617314416145e-15,8.098672591111498e-17,4.665983311530342e-14,3.3802626496493016e-13,4.250515090858118e-15,1.2991831568887058e-11,9.733313195139578e-15,2.1501614969466113e-18,1.749159797310041e-14,8.830088929197375e-15,2.960376084895633e-13,2.3118179417252476e-17,5.448138363112762e-15,1.749794699325985e-13,1.667473692176246e-16,3.940110770202926e-13,1.6483001961486825e-14,1.410867950246697e-12,1.2405286674066268e-15,9.866514208293001e-14,1.5712549839008716e-07,1.3316741043212232e-09,1.5365796742633497e-12,3.384184751008268e-13,7.40901589212084e-13,3.3114649840766425e-16,6.827277410081933e-09,1.837926234968067e-16,2.0227439602369536e-17,1.6942817555612525e-16,1.8822293668319172e-16,5.590425723684508e-19,4.562136259045335e-12,3.7368007044799936e-14,6.0512194213768744e-12,3.738010606341852e-15,3.944465940449582e-16,4.574538743628533e-18,1.7390460968648826e-15,9.37384891930293e-12,5.225561997002082e-11,2.1229767821636346e-14,1.0372005260006001e-15,4.849095910507313e-15,3.687324832404512e-14,1.6610839223205054e-12,1.4338507323737731e-13,8.12203602984507e-12,3.8648230720139554e-17,1.3498078522966583e-12,1.1417224011643547e-14,2.7774382793666064e-09
1462,1.3931797555877257e-11,1.624216423579128e-07,1.3417521260716825e-10,9.143181003978818e-12,1.4046825334845803e-11,8.8616248128566e-15,3.136129009817523e-07,2.0576514450643124e-11,2.385200836840795e-08,2.6766673322242696e-09,2.968037870598045e-13,2.887505234916432e-10,1.3331655224213534e-10,1.462522636330732e-08,7.094139720109638e-10,2.6855061577291117e-11,3.2542122208739643e-12,1.4851234908519473e-08,1.5297802629689328e-13,0.9999827146530151,2.6554749718576964e-11,7.369653390147668e-13,7.372763237732194e-16,4.600716627735672e-16,2.992981093540882e-14,2.3721271190271613e-14,1.6799003854650607e-10,7.538547151970942e-14,3.666030153059996e-13,9.112956916856874e-12,2.8778214186675477e-11,5.6947238591398275e-11,4.240924944554081e-09,6.46545664229059e-12,9.95475091247755e-11,5.840629629244587e-12,2.232326545836827e-09,6.616357950406382e-08,2.5410543461057422e-11,8.451779831553097e-10,6.375839944894324e-08,1.091100099159803e-08,3.6733203284677884e-11,2.329586176741394e-13,9.54760142474198e-12,1.0027800811940324e-09,1.0213928227503777e-12,1.6455971490358934e-05,4.330537262120515e-09,3.542467100908775e-12,5.245590628533137e-09,7.028823703625342e-12,9.747123220311613e-14,2.1213725220903257e-12,6.266364922617729e-13,3.5930271344991604e-12,3.9394130861049315e-13,2.656863097583173e-11,2.7766164367726276e-10,7.153340142451725e-10,1.470479554094295e-13,4.169281666601115e-15,1.912707798677922e-14,4.267698000548492e-11,4.0084222052705343e-10,1.8758503864818588e-12,3.0356176827870535e-14,4.226905013070964e-13,2.3147666006195777e-09,7.95605040182501e-11,7.579254517800624e-16,4.1345369510871477e-13,1.0114730648980532e-15,3.2218713807985466e-10,5.240299839025242e-13,1.3725272004008748e-12,7.672038698780526e-11,1.8237691359283131e-13,3.886369004391099e-11,1.5174998844319498e-12,2.4192514658238906e-09,4.547544285582461e-11,2.0884440843360608e-08,3.121299663177979e-09,1.34398439044503e-08,1.150616601997001e-09,1.392449176795818e-11,1.1829928703299686e-10,4.265534933188715e-14,1.4616120813659705e-10,1.0430415212092647e-11,2.1387204073713972e-12,1.1497110772099028e-12,1.5404975472338434e-12,1.8455141059803282e-07,3.78285047730742e-09,8.1860478682097e-13,4.763127284083957e-13,3.0737069778297155e-08
1464,5.418633749164348e-13,1.0983532978253979e-14,2.8149409886379928e-11,2.4100624274048243e-11,9.243308446801228e-16,5.388296386188933e-19,1.1811401856576254e-10,1.7858458106951615e-14,5.073655905130092e-12,2.1191145134253522e-18,5.238791374990136e-14,3.1617299924013853e-12,4.302610242916394e-14,6.615445225042343e-14,3.951455861735814e-13,9.273154923247155e-15,3.101179903153284e-12,1.9519515603860782e-07,2.171494104322158e-12,7.075526831101797e-09,4.8664210032964443e-17,1.1715860493834891e-18,1.798380979813173e-17,9.73954092878365e-19,9.097786915913519e-15,4.5822621290079404e-18,2.348458883957849e-13,3.497536056329409e-07,9.434598728014444e-18,7.696482157164945e-17,3.376824102459264e-13,1.4251079971053932e-13,1.1464352416609008e-13,2.4556692162852004e-16,5.424559912370341e-09,8.099490824938545e-15,2.121253346587526e-11,2.1561991303542527e-08,1.5564761664862287e-13,1.1527045594081353e-12,1.283013489228324e-06,4.0804554179985075e-11,3.773218182345772e-09,5.723030382931427e-10,1.212216943713429e-06,2.1765884927749113e-10,4.138691389348381e-16,1.2482306299688162e-09,1.1672390145905064e-14,1.570322864796747e-11,9.364480024753874e-11,1.3673502942694506e-14,1.5386257136876615e-15,8.699492912933674e-17,3.391273834573984e-18,7.860201879904503e-18,1.3206666398348133e-17,1.363542452281763e-07,0.999931812286377,1.700323770670309e-09,6.682322663958962e-12,1.3059722540323306e-14,6.137874930534082e-11,2.5714355991746096e-11,3.603507195328731e-13,2.445226623534535e-17,3.862256868492064e-12,3.763058614714154e-11,2.22422601848073e-14,9.825157576415222e-09,1.0263491604435457e-17,1.3056066915529546e-13,2.310858743086931e-17,5.617453030515307e-11,2.6458889934368747e-16,2.565824262888846e-16,1.0334270106326926e-09,3.2901486439820826e-13,1.620857597883575e-17,8.650660076508013e-14,3.6897726623308705e-16,4.976510581400362e-08,2.1710391138185514e-06,7.513890065702356e-10,2.4305590526352283e-11,1.6479465014818118e-10,2.8546939812024164e-10,4.3600904137131025e-11,2.9758178555130813e-16,2.220522947027348e-05,2.6733641078635628e-08,4.237187337108317e-11,3.342177879936403e-13,3.151531981684789e-15,3.3968228763114894e-06,3.7163572415011004e-05,7.665446749571814e-11,3.5946999500310883e-13,2.3744120221661153e-16
1465,2.1911198712625674e-13,5.24904564258577e-11,1.7482631282320776e-13,4.056120169195419e-17,1.108751632172833e-11,9.861671720933548e-15,7.578536131980229e-10,1.2695981865817885e-07,3.375765000868114e-09,5.357415205908822e-11,9.820883689615201e-11,1.2510247415775666e-06,9.62201207599378e-10,0.9999784231185913,9.18398512794738e-09,1.4949917692685943e-10,3.1454244590889413e-13,1.0731484962889226e-06,3.6603606257124e-10,7.43775041556205e-11,2.5898777566979447e-10,6.527714994552429e-17,1.0980772714719311e-11,7.916156445630929e-12,5.47570831992833e-13,2.8831258127443027e-12,3.235718984417879e-11,7.13160677430838e-14,4.111973782305878e-12,1.074179981075396e-11,1.5737984917010839e-12,5.077174358020242e-12,2.0282788374737827e-14,5.1365038444828315e-08,8.725798844599637e-15,1.3984205793349247e-08,1.9170834353581662e-13,7.330134763061658e-12,1.1171993912666503e-13,1.9369038030360095e-14,7.800547859558582e-13,1.3661875450377003e-12,1.764028613666143e-14,1.6326239879872577e-14,1.8550025959740424e-09,1.282310303947487e-13,2.9125566403109815e-09,1.253209758189655e-10,9.713879700612438e-10,1.1251745313245465e-08,2.9076065569684886e-16,5.1976499683024577e-14,3.4656275627042987e-09,3.656122160577979e-08,6.9517564448007274e-12,1.6216962465281405e-14,1.9360664601456717e-13,2.662530840333993e-13,6.295250507947631e-15,8.423294071795151e-13,1.3094362261156789e-09,4.1872747639831644e-15,1.344322936347453e-05,2.70650824885435e-13,1.2387510461842055e-10,5.96667298902176e-11,2.6205759784403426e-10,3.379372248615148e-13,1.4162323115456121e-13,1.9257403831296482e-12,3.791245095641216e-11,1.866625465307692e-10,2.758038008537916e-16,1.105754897368083e-11,5.466080210680957e-08,3.6505836548128556e-11,1.6409296648427663e-16,1.3574612693135514e-14,8.319639248355326e-12,3.845181673067799e-10,5.2791756388614886e-06,8.012674183009716e-13,1.6835176238098534e-14,1.1115875581113599e-10,2.377243070973635e-15,5.688860976260993e-14,2.8097846271890603e-10,1.8212001135866528e-16,4.667140007796888e-10,5.4089294620942446e-14,9.190786051324357e-16,1.3769430040611041e-07,3.07099803364963e-08,1.3513849239643605e-07,3.882147695758592e-13,4.072112869124567e-09,2.3684019697690906e-13,3.037314594712265e-13,2.462768833311202e-08
1466,1.909578615025276e-12,6.772841176783118e-10,1.0637061231832945e-09,1.477337870092743e-11,9.690544894302988e-11,6.74963516189564e-08,2.2898431595308466e-08,4.4389210189510475e-12,3.029162337631064e-11,1.3030482248765907e-10,3.522292180146991e-10,8.098394732591885e-10,4.1551698193309505e-10,4.386646068610389e-08,1.1275523092990625e-06,4.308201368985465e-06,3.174822404972133e-09,6.870892049759547e-11,5.4851227559993276e-08,2.646876495759898e-09,3.5815783932385825e-13,1.5512362949721137e-08,2.2251015252550133e-06,1.0370127066089418e-12,9.13585740391909e-09,2.6498923055839896e-09,7.111132571679946e-09,7.546065461383478e-08,9.442513437818434e-11,1.085616735396755e-10,5.117754553474185e-10,4.665369132683672e-11,1.2479700606249367e-10,5.1262223632608794e-11,5.877033304457768e-10,9.098560838083358e-08,1.3043101709797611e-08,2.3714501473648397e-09,1.611082656172158e-10,1.6351775489198417e-10,9.613662399488021e-08,5.819205881052447e-11,3.8437564242599365e-09,9.879549400793053e-10,2.613851179944504e-08,5.669740284902636e-12,3.3304805580058883e-09,7.634393811573048e-11,3.832125589076085e-12,1.133311888779076e-09,3.3354867479129524e-11,1.4146998239539244e-07,4.997287848286514e-13,1.3945392063341444e-10,7.897027476388985e-11,9.494086072869834e-12,1.5207382375592715e-06,4.882410920004077e-09,1.1291631692167403e-12,2.275621913128134e-09,3.225930356176576e-10,2.2582810621507576e-11,5.553403639169119e-07,9.394957345421062e-08,2.1534557959057565e-07,1.696097429171317e-11,6.224354001460597e-05,6.8171948086614975e-09,6.528040885633857e-10,3.6912550793744003e-09,4.5111190338786855e-09,1.8277569457936238e-09,1.0294771612961995e-07,1.8928490719272162e-10,1.0957906582120813e-08,1.896022672198683e-09,5.822070603400675e-11,0.9999198913574219,1.415656782910446e-07,1.1603098039672521e-12,5.577742001605657e-08,8.831019249200267e-11,1.0564433772231041e-09,2.414639652670303e-07,2.0307750706743954e-12,1.067595404441457e-11,1.075566996577848e-10,3.479557197927363e-10,1.4362130968947895e-06,7.531258255921713e-11,1.898523872834179e-12,9.67482005620468e-09,2.5524857227843256e-10,8.310014010248779e-09,1.9781347393443838e-10,1.2406495386585448e-08,2.961908274201619e-09,5.1550377975218e-06,5.417623988313025e-11
1470,2.4918009821316145e-13,4.239612749756816e-08,4.903908834563708e-09,4.351437266070235e-10,3.101640851706916e-13,3.2257817781103577e-16,7.612254576683242e-11,7.276258484623099e-10,9.040598998588667e-12,1.0997356725359758e-13,1.1565585156247948e-09,6.03832478809907e-12,2.9985145033606386e-07,1.407846355050424e-07,3.67415785296199e-11,9.29326494231164e-13,1.0152391851397827e-15,1.5205326581169132e-11,3.818388476500151e-13,3.979488099048467e-07,1.61012392654869e-12,5.1325912409083685e-09,7.665331382329145e-15,3.019556718379668e-13,1.7173769188433968e-13,1.3900390560817044e-10,1.8895059128443137e-11,2.5107372104663666e-16,6.579089269903582e-12,3.5465267875234296e-12,1.905831714665851e-09,7.1324786077298086e-09,2.911945424372009e-12,8.071106581469464e-14,8.794894608595005e-13,7.112497656808214e-12,7.71391143235961e-14,2.177007706050116e-11,8.289346314395429e-13,2.734456758246573e-11,2.428765088352547e-12,1.229190860208007e-09,9.252360052633825e-16,8.000110143303093e-15,2.07882821200156e-12,5.930617867459798e-13,5.129280888915844e-10,2.1800086735801472e-10,7.568655924217182e-09,1.0208718636064984e-12,1.279157335609682e-11,4.870798906319218e-16,2.0812701562178404e-10,1.335504506982943e-08,4.140967516802485e-12,1.0334095368715393e-13,3.894178729479947e-11,5.623117328213724e-14,1.7661208697491559e-15,1.0455785712335398e-14,2.3055451991993436e-10,1.5347016218012692e-15,4.834679323550972e-10,2.7442008253720108e-15,1.542291960809905e-09,2.1159223262401383e-09,7.079901985854176e-13,4.457322504798286e-14,3.270175596981062e-08,1.5357734361169011e-15,2.185257928929117e-14,1.1809551461603373e-15,7.498238707391991e-19,1.099606690424526e-11,1.099123830144988e-12,4.995288627185346e-10,8.139153989726675e-15,4.551181611584648e-16,9.88057844922833e-17,5.117334073850843e-12,6.091673389677088e-13,9.74201275205644e-12,6.457488551686759e-16,6.135377579249979e-13,8.89878586878832e-17,2.369337792629267e-08,2.0543781786841464e-08,7.062780221778198e-11,9.49645703328568e-14,1.3775679680088845e-14,5.2682023917978785e-14,5.433764549422904e-10,1.104450642053223e-09,2.614297016714784e-12,1.5953377285882198e-08,7.087985580411793e-12,3.4189073013640714e-12,4.390669078313536e-11,0.999998927116394
1478,3.408314186437167e-10,8.6379942088044e-10,1.7853258427180663e-08,5.301989858437495e-13,7.777242849726917e-09,0.9999560117721558,1.8399465284701932e-09,4.710116411482668e-12,5.082292225955243e-12,8.73748774665728e-07,3.1206461026389576e-12,4.1737936024022204e-11,2.0044096861893818e-13,8.849983246239645e-12,1.4311619944695764e-10,1.928698196707046e-07,1.0661408561540853e-10,1.3225163152108532e-13,1.531237137086805e-09,4.506272438531411e-11,4.814347254189499e-10,8.508179161204055e-10,7.214612934847153e-11,3.0480395984966435e-10,1.9028251196928636e-10,4.8770355809413246e-11,1.8380613653334876e-07,1.2020737183426888e-10,6.229946620806004e-07,1.361286500189962e-10,1.896073575924362e-12,1.0168938607835187e-10,1.2080024480720652e-12,6.343570557731937e-09,1.0261212712858736e-10,2.2866788640385494e-06,4.139036335892854e-12,2.3054989861659436e-10,4.636562778159714e-08,1.7763213122634625e-08,6.223090376344942e-10,2.756898442174416e-12,1.2527695325559307e-08,3.656390121231645e-11,7.207626162575309e-11,1.0174418816136233e-12,9.408825940582233e-10,2.031407334013302e-11,2.3779914669341817e-12,1.0525910698611085e-10,1.67973291526069e-11,8.48292192046074e-09,3.0120057923493926e-14,2.9327809625279144e-10,1.6021806459320942e-06,8.347770252825626e-10,2.302542816323694e-05,1.1633432932256493e-12,1.3548538689678422e-15,3.949819245008257e-07,2.935275633664247e-11,6.956197284857524e-10,1.371653116609417e-12,5.123216517688434e-09,6.854261602740053e-09,5.220594512245214e-10,1.620310818850612e-08,1.947364144938568e-12,7.864072948393641e-09,2.524910724943652e-09,8.050982103213755e-08,2.0850499993230187e-07,2.106697593262652e-06,7.169813631691113e-10,2.494459749868838e-07,3.895634925754621e-09,7.24943660657118e-09,5.788492352110097e-09,1.1050251487176865e-05,1.2782370919107305e-14,4.1148186369355244e-07,1.5653360769044e-12,1.1643471777011971e-11,5.237689726378392e-10,4.988971458175229e-10,6.586164339600353e-12,2.514265651145514e-13,1.0149271006953953e-10,5.326342602529621e-07,4.6139429082936445e-12,5.511244238753932e-12,6.164924040014119e-12,2.836737234002129e-10,3.534868925347823e-11,6.91348562599503e-14,1.362999204604018e-13,6.333891050536167e-11,2.9713402849296244e-09,1.0414869487662681e-11
